game_id,label,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph
201309080ram,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,43.0,-4.5,-180,-6.0,-3.5,40.5,41.5,157,1.0,0.5,0.6,0.5,1.0,1.0,0.6875,0.453125,0.8,0.5,0.65625,0.421875,0.8,0.5,0.46875,0.296875,0.6,0.5,0.6875,0.453125,0.8,0.5,0.46875,0.515625,0.6,0.5,0.4375,0.484375,0.6,0.5,0.3125,0.40625,0.2,0.5,0.4375,0.484375,0.6,0.5,6.0,16.0,15.0,0.0,1.0,0.0,1.0,15.0,300.0,0,0.0,0.0,0.0,0.0,0.0,15.0,300.0,22.6565774911062,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201311040gnb,0,2,1,1.0,1.0,0.6428571428571429,1.0,1.0,0.5714285714285714,1.0,1.0,0.7142857142857143,1.0,1.0,0.6428571428571429,1.0,2,0.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.21428571428571427,50.5,-10.0,-500,-11.0,-9.5,48.5,50.5,380,1.0,1.0,1.0,0.5,1.0,1.0,0.62,0.6309523809523809,0.7,0.6428571428571429,0.56,0.5952380952380952,0.6,0.5714285714285714,0.68,0.7619047619047619,0.8,0.7142857142857143,0.58,0.6071428571428571,0.7,0.6428571428571429,0.3695652173913043,0.41025641025641024,0.2,0.21428571428571427,0.34782608695652173,0.41025641025641024,0.2,0.14285714285714285,0.6086956521739131,0.5641025641025641,0.4,0.5714285714285714,0.3695652173913043,0.4230769230769231,0.2,0.21428571428571427,0.0,21.0,20.0,0.0,0.0,0.0,9.0,20.0,8.0,0,5.217279900062871,5.217279900062871,3.7383445386824428,0.0,0.0,21.0,15.0,2.676431224317191,20.0,0,0.0,12.517138241646927,0.869733968498526,0.0,-1.0,77.0,1,1,49.0,49.0,14.0
201311170tam,1,1,2,0.25,0.4,0.3333333333333333,0.25,0.4,0.3333333333333333,0.25,0.2,0.1111111111111111,0.25,0.4,0.3333333333333333,1.0,1,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,43.5,-2.0,-130,2.0,-2.0,43.5,43.5,110,0.33333333333333337,0.4,0.4,0.0,1.0,1.0,0.52,0.4146341463414634,0.4,0.3333333333333333,0.48,0.3902439024390244,0.4,0.3333333333333333,0.32,0.2926829268292683,0.2,0.1111111111111111,0.52,0.4146341463414634,0.4,0.3333333333333333,0.4444444444444444,0.4659090909090909,0.2,0.2222222222222222,0.42592592592592593,0.4431818181818182,0.2,0.16666666666666666,0.5925925925925926,0.5909090909090909,0.2,0.2222222222222222,0.4444444444444444,0.4431818181818182,0.2,0.2222222222222222,6.0,13.0,13.0,0.0,1.0,0.0,11.0,13.0,6.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0856093645419,13.0,0,6.0856093645419,6.0856093645419,6.0856093645419,0.0,0.0,74.0,1,1,79.0,79.0,6.0
201410120phi,1,1,2,0.6666666666666666,0.6666666666666666,0.6,0.3333333333333333,0.3333333333333333,0.4,1.0,1.0,0.8,0.3333333333333333,0.3333333333333333,0.5,1.0,1,0.0,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,50.5,-1.5,-125,-3.0,-1.5,51.0,51.0,105,0.5,0.5,0.6,0.5,1.0,1.0,0.5,0.39473684210526316,0.6,0.6,0.4772727272727273,0.3684210526315789,0.4,0.4,0.6363636363636364,0.47368421052631576,0.8,0.8,0.4772727272727273,0.3815789473684211,0.5,0.5,0.47619047619047616,0.4594594594594595,0.6,0.6,0.47619047619047616,0.47297297297297297,0.6,0.6,0.47619047619047616,0.5135135135135135,0.6,0.6,0.47619047619047616,0.4594594594594595,0.6,0.6,6.0,21.0,21.0,0.0,1.0,0.0,6.0,21.0,7.0,1,0.0,0.0,0.0,0.0,0.0,21.0,7.0,1.4240682962993834,21.0,0,1.4240682962993834,1.4240682962993834,1.4240682962993834,0.0,0.0,47.0,1,1,57.0,57.0,5.0
201512130ram,1,0,2,0.5,0.5,0.375,0.5,0.5,0.375,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1,0.0,0.5,0.5,0.36363636363636365,0.5,0.5,0.4090909090909091,0.25,0.25,0.36363636363636365,0.5,0.5,0.4090909090909091,41.5,3.0,140,-1.5,3.5,41.5,41.0,-160,0.5,0.5,0.33333333333333337,0.5,1.0,0.0,0.4107142857142857,0.42045454545454547,0.1,0.375,0.44642857142857145,0.45454545454545453,0.1,0.375,0.35714285714285715,0.38636363636363635,0.0,0.3333333333333333,0.42857142857142855,0.4318181818181818,0.0,0.3333333333333333,0.43103448275862066,0.4111111111111111,0.6,0.3333333333333333,0.43103448275862066,0.4111111111111111,0.6,0.375,0.5172413793103449,0.4888888888888889,0.6,0.3333333333333333,0.43103448275862066,0.4111111111111111,0.6,0.375,6.0,13.0,12.0,0.0,1.0,0.0,14.0,12.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,10.0,8.047772575744178,13.0,0,8.047772575744178,8.047772575744178,2.960610151474776,-1.0,-1.0,0.0,1,0,68.0,68.0,0.0
201611200ram,0,2,1,0.5,0.5,0.625,0.5,0.5,0.625,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5625,1.0,2,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5555555555555556,0.5,0.5,0.5555555555555556,39.0,0.0,-110,-1.0,-1.0,41.0,39.0,-110,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.47560975609756095,0.4,0.5555555555555556,0.5,0.5,0.4,0.5555555555555556,0.44,0.4146341463414634,0.2,0.4444444444444444,0.46,0.47560975609756095,0.3,0.5,0.38,0.4024390243902439,0.7,0.5,0.38,0.4268292682926829,0.7,0.5,0.44,0.4634146341463415,0.8,0.5555555555555556,0.4,0.4146341463414634,0.8,0.5555555555555556,6.0,16.0,13.0,0.0,1.0,0.0,11.0,16.0,7.0,0,44.73318330816314,44.73318330816314,44.73318330816314,-3.0,-3.0,13.0,7.0,38.89240206729587,16.0,0,1.6972478274253304,1.6972478274253304,1.6972478274253304,0.0,0.0,0.0,1,1,63.0,63.0,3.0
201801140min,0,4,2,0.875,0.8125,0.7,1.0,0.875,0.8,1.0,0.875,0.8,0.75,0.75,0.6666666666666666,1.0,1,0.0,0.25,0.42857142857142855,0.5,0.25,0.42857142857142855,0.4375,0.25,0.42857142857142855,0.6875,0.25,0.42857142857142855,0.5,47.0,-5.5,-250,-3.5,-5.5,44.5,46.5,200,1.0,1.0,0.2,1.0,1.0,0.0,0.640625,0.7040816326530612,0.7,0.71875,0.703125,0.7346938775510204,0.8,0.8125,0.65625,0.6530612244897959,0.8,0.8125,0.625,0.6938775510204082,0.6,0.6875,0.6060606060606061,0.5816326530612245,0.2,0.5294117647058824,0.5757575757575758,0.5408163265306123,0.2,0.47058823529411764,0.5757575757575758,0.5306122448979592,0.6,0.7058823529411765,0.6060606060606061,0.5816326530612245,0.2,0.5294117647058824,6.0,17.0,16.0,1.0,1.0,0.0,19.0,16.0,14.0,1,0.0,0.0,0.0,0.0,0.0,16.0,7.0,15.355398624620591,16.0,0,15.355398624620591,15.355398624620591,15.355398624620591,0.0,0.0,0.0,1,0,68.0,68.0,0.0
200711180phi,1,2,1,0.25,0.25,0.4444444444444444,0.25,0.25,0.4444444444444444,0.25,0.25,0.4444444444444444,0.25,0.25,0.4444444444444444,1.0,1,0.0,0.5,0.5,0.25,0.5,0.5,0.3125,0.0,0.0,0.0,0.5,0.5,0.25,40.5,-9.5,-500,-11.0,-9.5,41.0,40.0,400,0.5,0.5,0.5,0.5,0.0,0.0,0.4444444444444444,0.4444444444444444,0.6,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.6,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.6,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.6,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.5,0.3888888888888889,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,6.0,13.0,13.0,0.0,1.0,0.0,11.0,13.0,7.0,0,1.9661519946586024,1.9661519946586024,1.9661519946586024,0.0,0.0,13.0,7.0,14.836435953590739,13.0,0,14.836435953590739,14.836435953590739,14.836435953590739,0.0,0.0,81.0,1,1,42.0,42.0,13.0
200809140tam,1,0,1,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,37.5,-7.0,-320,-9.0,-7.0,38.5,37.5,260,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.2,0.0,0.4722222222222222,0.4722222222222222,0.2,0.0,0.5,0.5,0.2,0.0,0.5,0.5,0.2,0.0,0.5,0.5,0.6,1.0,0.5294117647058824,0.5294117647058824,0.6,1.0,0.29411764705882354,0.29411764705882354,0.4,1.0,0.5294117647058824,0.5294117647058824,0.6,1.0,6.0,16.0,16.0,0.0,1.0,0.0,2.0,15.0,7.0,0,7.8309242576084115,7.8309242576084115,7.8309242576084115,1.0,1.0,16.0,7.0,6.0856093645419,16.0,0,6.0856093645419,6.0856093645419,6.0856093645419,0.0,0.0,55.0,1,1,89.0,89.0,8.0
200909270det,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.5,0.5,0.25,0.5,0.5,0.25,0.0,0.0,0.5,0.5,0.5,0.25,39.5,6.5,220,6.5,6.0,38.5,39.5,-260,0.0,0.0,0.0,0.5,1.0,0.0,0.4166666666666667,0.4117647058823529,0.4,0.0,0.4166666666666667,0.4117647058823529,0.3,0.0,0.0,0.20588235294117646,0.0,0.0,0.3888888888888889,0.4117647058823529,0.4,0.0,0.3888888888888889,0.42857142857142855,0.4,0.25,0.3333333333333333,0.4142857142857143,0.4,0.25,0.5,0.5142857142857142,0.4,0.5,0.4166666666666667,0.44285714285714284,0.4,0.25,6.0,13.0,13.0,0.0,1.0,0.0,3.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,7.070104566610028,13.0,0,7.070104566610028,7.070104566610028,7.070104566610028,0.0,0.0,0.0,1,0,68.0,68.0,0.0
200911010dal,1,3,2,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,46.5,-9.5,-500,-9.5,-9.5,45.5,46.0,350,1.0,1.0,1.0,0.5,1.0,0.0,0.45454545454545453,0.48717948717948717,0.4,0.5,0.45454545454545453,0.47435897435897434,0.4,0.5,0.5909090909090909,0.6666666666666666,0.6,0.6666666666666666,0.45454545454545453,0.48717948717948717,0.4,0.5,0.4318181818181818,0.5,0.2,0.3333333333333333,0.45454545454545453,0.5125,0.2,0.3333333333333333,0.2727272727272727,0.425,0.2,0.3333333333333333,0.4318181818181818,0.5,0.2,0.3333333333333333,6.0,13.0,12.0,0.0,1.0,0.0,8.0,12.0,7.0,1,0.0,0.0,0.0,0.0,0.0,10.0,14.0,29.282143289875478,10.0,0,0.0,29.282143289875478,2.8395470130658436,0.0,2.0,0.0,1,0,68.0,68.0,0.0
201011210jax,1,4,2,0.5,0.6,0.5555555555555556,0.5,0.6,0.5555555555555556,0.5,0.6,0.5555555555555556,0.5,0.6,0.5555555555555556,1.0,1,0.0,0.5,0.5,0.4444444444444444,0.5,0.5,0.4444444444444444,0.25,0.25,0.3333333333333333,0.5,0.5,0.4444444444444444,43.0,-2.5,-135,-3.0,-2.5,42.0,43.0,115,0.0,0.0,0.0,0.5,1.0,0.0,0.4,0.34146341463414637,0.6,0.5555555555555556,0.44,0.3902439024390244,0.6,0.5555555555555556,0.48,0.4146341463414634,0.6,0.5555555555555556,0.4,0.34146341463414637,0.6,0.5555555555555556,0.56,0.5121951219512195,0.4,0.4444444444444444,0.56,0.5121951219512195,0.4,0.4444444444444444,0.32,0.2926829268292683,0.4,0.3333333333333333,0.56,0.5,0.4,0.4444444444444444,6.0,13.0,13.0,0.0,1.0,0.0,11.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,11.182391546176513,13.0,0,11.182391546176513,11.182391546176513,11.182391546176513,0.0,0.0,47.0,1,1,76.0,76.0,8.0
201209090crd,1,3,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,41.0,2.5,120,-1.5,3.0,41.0,41.0,-140,0.5,0.25,0.4,0.5,1.0,1.0,0.5625,0.4375,0.6,0.5,0.53125,0.421875,0.5,0.5,0.5,0.40625,0.8,0.5,0.53125,0.421875,0.6,0.5,0.65625,0.5441176470588235,0.8,0.5,0.6875,0.5588235294117647,0.9,0.5,0.4375,0.4411764705882353,0.6,0.5,0.65625,0.5441176470588235,0.8,0.5,6.0,16.0,14.0,0.0,1.0,0.0,1.0,14.0,300.0,0,0.0,0.0,0.0,0.0,0.0,14.0,300.0,17.29991208359163,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,68.0,68.0,0.0
201211110cin,1,2,3,0.125,0.125,0.3125,0.125,0.125,0.3125,0.25,0.25,0.375,0.125,0.125,0.3125,1.0,1,0.0,0.75,0.75,0.4444444444444444,0.875,0.875,0.5,0.75,0.75,0.6666666666666666,0.75,0.75,0.4444444444444444,47.0,3.0,170,5.5,4.5,48.5,47.5,-200,0.5,0.5,0.0,0.5,0.0,0.0,0.46,0.45121951219512196,0.2,0.3125,0.5,0.47560975609756095,0.2,0.3125,0.48,0.3902439024390244,0.2,0.375,0.46,0.45121951219512196,0.2,0.3125,0.5689655172413793,0.5222222222222223,0.6,0.4444444444444444,0.5862068965517241,0.5333333333333333,0.6,0.5,0.6551724137931034,0.6444444444444445,0.8,0.6666666666666666,0.5689655172413793,0.5222222222222223,0.6,0.4444444444444444,6.0,13.0,13.0,0.0,1.0,0.0,10.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,10.582115265536716,13.0,0,10.582115265536716,10.582115265536716,10.582115265536716,0.0,0.0,30.0,1,0,69.0,69.0,16.0
201211250sdg,0,0,1,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.4,0.5,0.5,0.5,1.0,2,0.0,0.375,0.5,0.45,0.5,0.6,0.5,0.75,0.6,0.8,0.375,0.5,0.45,47.0,0.0,105,2.0,1.0,47.0,47.0,-125,1.0,1.0,0.6666666666666667,0.5,1.0,0.0,0.4230769230769231,0.4523809523809524,0.4,0.5,0.36538461538461536,0.44047619047619047,0.3,0.45,0.46153846153846156,0.5,0.2,0.4,0.4230769230769231,0.47619047619047616,0.4,0.5,0.5,0.5108695652173914,0.5,0.45,0.5178571428571429,0.5217391304347826,0.6,0.5,0.75,0.7391304347826086,0.8,0.8,0.5,0.5108695652173914,0.5,0.45,6.0,16.0,13.0,0.0,1.0,0.0,12.0,14.0,7.0,0,13.958853914362026,13.958853914362026,13.958853914362026,-1.0,-1.0,16.0,7.0,41.01419871405023,16.0,0,37.88678916540961,37.88678916540961,37.88678916540961,-3.0,-3.0,82.0,1,1,59.0,59.0,1.0
201310170crd,0,1,1,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,41.5,4.5,185,6.5,4.5,42.5,41.0,-220,0.5,0.5,0.4,0.5,1.0,1.0,0.5227272727272727,0.5394736842105263,0.6,0.6666666666666666,0.5,0.5131578947368421,0.6,0.6666666666666666,0.36363636363636365,0.42105263157894735,0.6,0.5,0.5,0.5131578947368421,0.6,0.6666666666666666,0.6666666666666666,0.6625,0.6,0.6666666666666666,0.6458333333333334,0.6625,0.5,0.5833333333333334,0.7083333333333334,0.6,0.8,0.8333333333333334,0.7083333333333334,0.6875,0.6,0.6666666666666666,3.0,20.0,18.0,0.0,0.0,0.0,7.0,17.0,4.0,0,10.954953051665726,10.954953051665726,10.954953051665726,1.0,1.0,17.0,4.0,17.29991208359163,17.0,0,17.29991208359163,17.29991208359163,17.29991208359163,1.0,1.0,0.0,1,1,68.0,68.0,0.0
201509130ram,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,41.0,3.5,155,3.0,4.0,43.0,40.5,-175,0.5,0.25,0.2,0.5,1.0,1.0,0.4375,0.4375,0.4,0.5,0.5,0.484375,0.4,0.5,0.375,0.40625,0.4,0.5,0.5,0.46875,0.4,0.5,0.5789473684210527,0.631578947368421,0.6,0.5,0.631578947368421,0.6447368421052632,0.6,0.5,0.7368421052631579,0.7894736842105263,0.8,0.5,0.5789473684210527,0.618421052631579,0.6,0.5,6.0,13.0,12.0,0.0,1.0,0.0,1.0,12.0,300.0,0,0.0,0.0,0.0,0.0,0.0,12.0,300.0,33.369099154704486,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201609180htx,1,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,42.5,-1.0,-115,-1.0,1.0,43.5,41.5,-105,0.0,0.0,0.4,0.5,1.0,0.0,0.5555555555555556,0.5588235294117647,0.8,1.0,0.5555555555555556,0.5588235294117647,0.8,1.0,0.5555555555555556,0.5588235294117647,0.8,1.0,0.5555555555555556,0.5588235294117647,0.8,1.0,0.47368421052631576,0.5571428571428572,0.2,0.0,0.47368421052631576,0.5571428571428572,0.2,0.0,0.6842105263157895,0.6285714285714286,0.8,1.0,0.47368421052631576,0.5571428571428572,0.2,0.0,6.0,13.0,12.0,0.0,1.0,0.0,2.0,12.0,7.0,1,0.0,0.0,0.0,0.0,0.0,12.0,7.0,9.4099361077799,12.0,0,9.4099361077799,9.4099361077799,9.4099361077799,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201609250oti,0,2,1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,47.0,1.5,105,0.0,1.5,48.0,47.0,-125,0.0,0.0,0.75,0.5,1.0,0.0,0.3055555555555556,0.2647058823529412,0.2,0.5,0.3888888888888889,0.29411764705882354,0.2,0.5,0.2222222222222222,0.17647058823529413,0.2,0.5,0.3611111111111111,0.27941176470588236,0.2,0.5,0.5,0.5,0.4,0.5,0.5,0.47058823529411764,0.4,0.5,0.4444444444444444,0.3235294117647059,0.4,0.5,0.5,0.5,0.4,0.5,6.0,13.0,12.0,0.0,1.0,0.0,3.0,13.0,7.0,0,7.2107745506984235,7.2107745506984235,7.2107745506984235,-1.0,-1.0,10.0,7.0,35.46461898240697,10.0,0,35.46461898240697,35.46461898240697,35.46461898240697,2.0,2.0,49.0,1,1,89.0,89.0,2.0
201710150nor,1,0,1,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,1,0.0,1.0,1.0,0.6,1.0,1.0,0.6,1.0,1.0,0.6,1.0,1.0,0.6,50.0,-5.0,-235,-3.0,-6.0,51.0,50.5,195,0.0,0.0,0.4,0.5,1.0,0.0,0.65,0.5972222222222222,0.6,0.5,0.65,0.5694444444444444,0.6,0.5,0.45,0.4444444444444444,0.4,0.5,0.65,0.5972222222222222,0.6,0.5,0.4772727272727273,0.4605263157894737,0.6,0.6,0.4772727272727273,0.47368421052631576,0.6,0.6,0.5454545454545454,0.5,0.6,0.6,0.5,0.4868421052631579,0.6,0.6,6.0,13.0,12.0,0.0,1.0,0.0,6.0,18.0,14.0,0,0.0,92.36376817200616,8.956696216940117,0.0,-6.0,13.0,7.0,14.247473358157231,13.0,0,14.247473358157231,14.247473358157231,14.247473358157231,-1.0,-1.0,0.0,1,0,68.0,68.0,0.0
201711050htx,0,3,1,0.5,0.5,0.7142857142857143,0.5,0.5,0.7142857142857143,0.5,0.5,0.42857142857142855,0.5,0.5,0.7142857142857143,1.0,2,0.0,0.25,0.25,0.5,0.25,0.25,0.5,0.0,0.0,0.25,0.25,0.25,0.5,45.0,-6.0,-260,-13.0,-6.0,48.0,45.0,210,1.0,0.75,0.6,0.5,1.0,1.0,0.5,0.5119047619047619,0.8,0.7142857142857143,0.48,0.5,0.8,0.7142857142857143,0.52,0.5238095238095238,0.4,0.42857142857142855,0.5,0.5119047619047619,0.8,0.7142857142857143,0.4791666666666667,0.4875,0.4,0.5,0.5,0.4875,0.4,0.5,0.4166666666666667,0.45,0.2,0.25,0.4791666666666667,0.4875,0.4,0.5,6.0,13.0,12.0,0.0,1.0,0.0,9.0,10.0,7.0,0,32.33439579183906,32.33439579183906,32.33439579183906,2.0,2.0,13.0,7.0,13.675520040183914,13.0,0,14.39620402770466,14.39620402770466,14.39620402770466,-1.0,-1.0,0.0,1,0,68.0,68.0,0.0
200711040min,1,3,2,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,1,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.5714285714285714,42.0,7.0,250,7.0,7.0,41.0,42.0,-300,0.5,0.5,0.5,0.5,0.0,0.0,0.42857142857142855,0.42857142857142855,0.3,0.42857142857142855,0.5,0.5,0.3,0.5,0.2857142857142857,0.2857142857142857,0.2,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.3,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6,0.5714285714285714,6.0,13.0,12.0,0.0,1.0,0.0,9.0,12.0,7.0,1,0.0,0.0,0.0,0.0,0.0,10.0,7.0,26.795182245943018,10.0,0,26.795182245943018,26.795182245943018,26.795182245943018,2.0,2.0,0.0,1,0,68.0,68.0,0.0
200712300chi,1,0,2,0.5,0.2857142857142857,0.4,0.5,0.2857142857142857,0.36666666666666664,0.5,0.42857142857142855,0.4,0.5,0.2857142857142857,0.4,1.0,1,0.0,0.75,0.5714285714285714,0.4,0.75,0.5714285714285714,0.4,0.75,0.5714285714285714,0.4666666666666667,0.75,0.5714285714285714,0.4,42.0,-1.0,-120,3.0,-1.0,37.5,42.0,100,0.5,0.5,0.5,0.5,1.0,0.0,0.4,0.4,0.6,0.4,0.36666666666666664,0.36666666666666664,0.5,0.36666666666666664,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4666666666666667,0.4666666666666667,0.6,0.4666666666666667,0.4,0.4,0.6,0.4,6.0,13.0,12.0,0.0,1.0,0.0,17.0,12.0,7.0,1,0.0,0.0,0.0,0.0,0.0,12.0,7.0,12.163734385829047,12.0,0,12.163734385829047,12.163734385829047,12.163734385829047,0.0,0.0,89.0,1,1,30.0,24.0,2.0
